CustomerName,Address,City,State,Notes
"Northwind Traders, LLC",321 Elm St,Seattle,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Reyes."
"O""Brien Corp","123 Main St, Suite 5",Seattle,NY,"Standard account, no special terms."
George Weston Bakeries,"555 Market St, Floor 12
Building C
Floor 7",Houston,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Khan."
Smith & Sons,789 Pine Rd,Miami,IL,"Standard account, no special terms."
George Weston Bakeries,321 Elm St,Miami,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Hogan."
Global Trading Co.,"9 Riverside Dr
Building A
Floor 10",Houston,NY,"Standard account, no special terms."
Global Trading Co.,9 Riverside Dr,Seattle,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Stuart."
"Northwind Traders, LLC",456 Oak Ave,Los Angeles,WA,"Standard account, no special terms."
"Contoso, Ltd.","12 Industrial Way, Unit B
Building A
Floor 15",Chicago,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Stuart."
"O""Brien Corp",321 Elm St,Los Angeles,TX,"Standard account, no special terms."
Global Trading Co.,9 Riverside Dr,New York,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Chen."
"Contoso, Ltd.","555 Market St, Floor 12
Building C
Floor 10",Seattle,TX,"Standard account, no special terms."
Global Trading Co.,9 Riverside Dr,Seattle,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Reyes."
Johnson's Hardware,789 Pine Rd,Los Angeles,FL,"Standard account, no special terms."
George Weston Bakeries,"12 Industrial Way, Unit B
Building A
Floor 5",Los Angeles,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Stuart."
"Ingram Micro, Inc.",456 Oak Ave,Houston,FL,"Standard account, no special terms."
"Acme, Inc.","555 Market St, Floor 12",San Francisco,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Hogan."
"Acme, Inc.","456 Oak Ave
Building A
Floor 8",Chicago,TX,"Standard account, no special terms."
"Northwind Traders, LLC","123 Main St, Suite 5",New York,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Khan."
